"RANDOM STATE"
"0 0 -1727483681 1 0.0 false -621107414 114954705 1921424733 -211617113 221430051 -189592230 -1895815243 1654495507 182603684 -722947450 839963004 1446463764 -938361620 600442145 -1908366670 1546434024 -94557471 1682454413 -1588743622 606522724 1850155235 -76133053 104858547 -776636237 -2105566909 922710765 -1033087261 2026378148 95862641 -1241662653 285394154 2106119895 -1441242309 -741681597 103935034 -403992357 1787119108 -1043496204 -142946100 1029155654 82513356 -917600707 525483272 -1623393272 1100079614 770086144 -782043518 1115803925 -1577654228 68445685 1070686694 42218580 2026739478 652300578 1532875125 1949780813 -1533971914 604370845 165074063 1157847879 2031051764 1585664775 1452977050 288294915 -1318459858 1219999708 1772958746 -950468957 1644288047 -2091473015 -194996708 -1424838498 -1898212233 -2047085008 -1674504693 1452679443 492896004 -1327054188 365986537 -799470696 490587582 -1292930228 1862669780 246226494 -1002519117 -740364721 -1473972276 829024800 -1874646972 1133375801 1631695465 -1663834499 -1500827639 179422019 -1900259685 -1912275120 -1066217910 1565368207 1624443133 -245934665 -627213448 -28492360 2083740148 -1288554367 -524066530 105770977 -2004105195 -1004689384 1272253447 -1771289373 296535752 2073877085 -1759441333 581779271 1453621929 1203899265 -1151538188 779547860 1287321997 1672130840 1555354083 256188438 -94398232 1102371723 -1548151577 -613887993 359547332 787891326 855429 -100941528 882966167 992096189 126232847 -69684020 1283857653 -69322589 1333792215 846867870 320270448 1882275919 1907726542 -986793858 1967168376 -1596118306 -588791358 1485195886 -2058909286 661869180 -2101140737 992788180 -1914597297 994538944 -423888672 -1321252965 560956295 -1331580138 -60451877 541856529 1222195364 1190567402 138448945 -1188365057 -1136865883 2140385775 1627686493 -1366271876 -459063224 2089981857 -1255596483 1206765428 -1569423556 -82248161 -492065312 345633375 9637997 -1769268213 1805111748 -203257974 -1072994821 1841060518 -465315890 809757712 -1631008669 1019379185 -605027170 2141418377 1827809450 -1743880269 -1885310532 911228605 -168953793 -1665639135 57044757 -271864121 -1412689374 -526414186 2107555579 628375187 -2073703490 1119835453 -1065921556 -42550542 1407945054 2138314632 1906069477 405040098 2054045998 -1037193146 -27954736 1990236549 1543909533 473635078 219687178 -1630455354 -1117382976 210976481 -1024962650 -622818192 247960192 -1951783169 -2129211044 -957747378 -64935086 -1690024664 632734751 -1270222900 1853481038 -1619961917 -48912099 2035019125 -124802321 1521496080 653157104 -370891945 -909452770 -842754476 -1716753703 353403485 359841070 -26680745 -878880491 -1034421779 2022008149 -1867688211 -249949724 -1630572830 483446770 -982753894 474072673 1415290019 -48836751 -180539511 1145864479 -1910168056 -299230693 143163496 1869047744 788695153 -297267891 1412944130 -1934981078 522287555 -105451638 244228537 -484580242 -1631296413 1695266782 673367985 -1861358363 366719914 1127853006 1044954972 -838246228 -2037814745 840656362 612330589 -945053331 1140125759 274150177 -5063063 -503809018 1672535737 -1237588302 1328563270 1247481641 1685073144 1411378641 1449655157 854818617 -44856293 161407509 1652195322 684414994 14842083 -472219523 1064985965 -119323581 1586424113 -1109729331 172233748 273565582 1610634154 614777193 -156021019 1987065536 -705680768 -1462118222 -320297017 2110867182 -1460668465 -1377793771 1250975686 714667345 -815524528 -124690948 1537518213 1064945213 -1151949184 -1045462549 1164221039 -392452200 1285810639 998127378 -1621734520 1945641661 -1573331592 1931324207 -1740905482 84724122 -1443458083 -715000900 -859019699 -582992796 -1117425499 -201468287 -809970534 -1787388040 784889115 -690524441 168544390 -704045141 983123792 706002480 -1329576317 -137961726 616973803 -753862282 -1732390777 663272710 -1250950163 1848910321 1672805563 1560908396 -1311804820 -1061583973 1613103166 -522860622 1068392281 -495027996 -770827663 1483924010 90794688 -490104484 1895348344 1473813189 -200931287 -1533685789 1651041496 -764007319 555623089 -449479178 194302453 -1905766810 1523719053 -996866186 1536232594 -585560487 1205180851 -95710130 -1429259112 -1662065330 -219903041 753148558 1536702569 -1459098217 236389109 1153810433 1938303465 -1690853252 1696017085 417008274 -241612055 -1349617757 1259985977 661127759 958988784 -1968229314 1045774324 460804427 -1525675267 -312073070 -2093531947 604328734 -741723407 -828313430 -2115163037 1118329773 908451881 -1950229107 -567895701 -214550027 859484067 229901181 330490275 -1228160253 939719105 -2082734412 -1164881868 -1729075535 1371471010 -1287750083 -1971532425 -162926314 1245106684 1621357925 1112836639 1777797844 550777618 -1923006355 -2130900994 1202833651 1834249785 -2057482995 1473228392 644457144 -1728869297 1255952074 1518936134 -1076500346 1810871996 579559110 -1471645087 -1176228846 -674891131 1224387954 -1752722228 875240930 -2146977995 -1096270455 1444986343 470398913 109045308 108937805 -1092019778 755805391 383486104 610052134 187817295 -518993378 -2005979040 -1969693999 1621476757 713133762 144406541 -552636148 308798327 -1675918276 1267965087 -1452147783 -1786109356 -376364454 1903598841 145144143 1166691356 -307854910 1506119323 1848797221 389359832 -1849424574 -168332524 2048265194 1638734539 2102735732 -505144135 -1125569035 70186141 1891871620 -1272550566 2107673721 -1317122582 -64430462 441614532 -1860205535 1652681393 -1450537212 -1604363289 1101533070 -1377835230 154733810 329078485 1197763333 1327757540 1621836434 1617789050 178338345 -1414176627 -498775902 -1222358281 -892691174 580219615 -125924485 -1259281637 -1326481621 1541055701 -1575740264 161931583 -2065801002 1870145010 1633156804 1073626263 -83725108 -964784959 -1727195459 -333934496 1444818636 1588473489 -536118708 1610870862 -213910082 -1499232227 -780120565 350805950 -47712409 1445534313 -1272152671 -692829280 -2047652097 224373456 -1614925859 1073664587 1471605996 -2083197600 889342463 1596001825 543044764 -781645498 843709476 -1660924053 -144315962 794215644 210673172 -1117744886 -599308585 467053431 1602015908 -490940350 -257645463 1354140633 1997364611 -1063072377 -763195049 376840178 387712517 -1251547321 -1365588473 41336766 467827962 1952618350 -1243360458 -279873869 1500771887 -483473179 -1219548528 1984696231 399017173 747428656 2071559835 -854508880 -289081335 -1429582083 818317064 1328306992 -1726958257 -959596216 -438341309 -1475048143 1622049000 -1409584837 -334103781 1861328244 1806128117 -787958281 851407912 1985044275 -1361882188 -1786048873 -994508974 -1430634463 1394396699 -931847219 -1710790191 -568615114 -1539466246 -856113922 525667380 1153279146 -2109095082 -15374079 976230710 -2014338625 -550762446 1639472751 -1765743531 2097497497 -2070015235 -925807638 1446440326 -846554744 1640131304 -1519920443 16822286 44643203 -1035908526 -1479383125"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","bottom-current","resistance-bottom-wire","resistance-top-wire","top-current","voltage"
"-85","85","0","72","0","nobody","560","""NEITHER""","0","0","50","50","0","0"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode"
"-5","13","8","""""","9.9"
"-4","13","8","""""","9.9"
"-3","13","8","""""","9.9"
"-2","13","8","""""","9.9"
"-1","13","8","""""","9.9"
"0","13","8","""""","9.9"
"1","13","8","""""","9.9"
"2","13","8","""""","9.9"
"3","13","8","""""","9.9"
"4","13","8","""""","9.9"
"5","13","8","""""","9.9"
"6","13","8","""""","9.9"
"7","13","8","""""","9.9"
"8","13","8","""""","9.9"
"9","13","8","""""","9.9"
"10","13","8","""""","9.9"
"11","13","8","""""","9.9"
"12","13","8","""""","9.9"
"13","13","8","""""","9.9"
"14","13","8","""""","9.9"
"15","13","8","""""","9.9"
"16","13","8","""""","9.9"
"17","13","8","""""","9.9"
"18","13","8","""""","9.9"
"19","13","8","""""","9.9"
"20","13","8","""""","9.9"
"21","13","8","""""","9.9"
"22","13","8","""""","9.9"
"23","13","8","""""","9.9"
"24","13","8","""""","9.9"
"25","13","8","""""","9.9"
"26","13","8","""""","9.9"
"27","13","8","""""","9.9"
"28","13","8","""""","9.9"
"29","13","8","""""","9.9"
"30","13","8","""""","9.9"
"31","13","8","""""","9.9"
"32","13","8","""""","9.9"
"33","13","8","""""","9.9"
"34","13","8","""""","9.9"
"35","13","8","""""","9.9"
"36","13","8","""""","9.9"
"37","13","8","""""","9.9"
"38","13","8","""""","9.9"
"39","13","8","""""","9.9"
"40","13","8","""""","9.9"
"41","13","8","""""","9.9"
"42","13","8","""""","9.9"
"43","13","8","""""","9.9"
"44","13","8","""""","9.9"
"45","13","8","""""","9.9"
"46","13","8","""""","9.9"
"47","13","8","""""","9.9"
"48","13","8","""""","9.9"
"49","13","8","""""","9.9"
"50","13","8","""""","9.9"
"51","13","8","""""","9.9"
"52","13","8","""""","9.9"
"53","13","8","""""","9.9"
"54","13","8","""""","9.9"
"55","13","8","""""","9.9"
"56","13","8","""""","9.9"
"57","13","8","""""","9.9"
"58","13","8","""""","9.9"
"59","13","8","""""","9.9"
"60","13","8","""""","9.9"
"61","13","8","""""","9.9"
"62","13","8","""""","9.9"
"63","13","8","""""","9.9"
"64","13","8","""""","9.9"
"65","13","8","""""","9.9"
"66","13","8","""""","9.9"
"67","13","8","""""","9.9"
"68","13","8","""""","9.9"
"69","13","8","""""","9.9"
"70","13","8","""""","9.9"
"71","13","8","""""","9.9"
"72","13","8","""""","9.9"
"73","13","8","""""","9.9"
"74","13","8","""""","9.9"
"75","13","8","""""","9.9"
"76","13","8","""""","9.9"
"77","13","8","""""","9.9"
"78","13","8","""""","9.9"
"79","13","8","""""","9.9"
"80","13","8","""""","9.9"
"81","13","15","""""","9.9"
"82","13","15","""""","9.9"
"83","13","15","""""","9.9"
"84","13","15","""""","9.9"
"85","13","15","""""","9.9"
"-85","12","0","""""","9.9"
"-84","12","0","""""","9.9"
"-83","12","0","""""","9.9"
"-82","12","0","""""","9.9"
"-81","12","0","""""","9.9"
"-80","12","8","""""","9.9"
"-79","12","8","""""","9.9"
"-78","12","8","""""","9.9"
"-77","12","8","""""","9.9"
"-76","12","8","""""","9.9"
"-75","12","8","""""","9.9"
"-74","12","8","""""","9.9"
"-73","12","8","""""","9.9"
"-72","12","8","""""","9.9"
"-71","12","8","""""","9.9"
"-70","12","8","""""","9.9"
"-69","12","8","""""","9.9"
"-68","12","8","""""","9.9"
"-67","12","8","""""","9.9"
"-66","12","8","""""","9.9"
"-65","12","8","""""","9.9"
"-64","12","8","""""","9.9"
"-63","12","8","""""","9.9"
"-62","12","8","""""","9.9"
"-61","12","8","""""","9.9"
"-60","12","8","""""","9.9"
"-59","12","8","""""","9.9"
"-58","12","8","""""","9.9"
"-57","12","8","""""","9.9"
"-56","12","8","""""","9.9"
"-55","12","8","""""","9.9"
"-54","12","8","""""","9.9"
"-53","12","8","""""","9.9"
"-52","12","8","""""","9.9"
"-51","12","8","""""","9.9"
"-50","12","8","""""","9.9"
"-49","12","8","""""","9.9"
"-48","12","8","""""","9.9"
"-47","12","8","""""","9.9"
"-46","12","8","""""","9.9"
"-45","12","8","""""","9.9"
"-44","12","8","""""","9.9"
"-43","12","8","""""","9.9"
"-42","12","8","""""","9.9"
"-41","12","8","""""","9.9"
"-40","12","8","""""","9.9"
"-39","12","8","""""","9.9"
"-38","12","8","""""","9.9"
"-37","12","8","""""","9.9"
"-36","12","8","""""","9.9"
"-35","12","8","""""","9.9"
"-34","12","8","""""","9.9"
"-33","12","8","""""","9.9"
"-32","12","8","""""","9.9"
"-31","12","8","""""","9.9"
"-30","12","8","""""","9.9"
"-29","12","8","""""","9.9"
"-28","12","8","""""","9.9"
"-27","12","8","""""","9.9"
"-26","12","8","""""","9.9"
"-25","12","8","""""","9.9"
"-24","12","8","""""","9.9"
"-23","12","8","""""","9.9"
"-22","12","8","""""","9.9"
"-21","12","8","""""","9.9"
"-20","12","8","""""","9.9"
"-19","12","8","""""","9.9"
"-18","12","8","""""","9.9"
"-17","12","8","""""","9.9"
"-16","12","8","""""","9.9"
"-15","12","8","""""","9.9"
"-14","12","8","""""","9.9"
"-13","12","8","""""","9.9"
"-12","12","8","""""","9.9"
"-11","12","8","""""","9.9"
"-10","12","8","""""","9.9"
"-9","12","8","""""","9.9"
"-8","12","8","""""","9.9"
"-7","12","8","""""","9.9"
"-6","12","8","""""","9.9"
"-5","12","8","""""","9.9"
"-4","12","8","""""","9.9"
"-3","12","8","""""","9.9"
"-2","12","8","""""","9.9"
"-1","12","8","""""","9.9"
"0","12","8","""""","9.9"
"1","12","8","""""","9.9"
"2","12","8","""""","9.9"
"3","12","8","""""","9.9"
"4","12","8","""""","9.9"
"5","12","8","""""","9.9"
"6","12","8","""""","9.9"
"7","12","8","""""","9.9"
"8","12","8","""""","9.9"
"9","12","8","""""","9.9"
"10","12","8","""""","9.9"
"11","12","8","""""","9.9"
"12","12","8","""""","9.9"
"13","12","8","""""","9.9"
"14","12","8","""""","9.9"
"15","12","8","""""","9.9"
"16","12","8","""""","9.9"
"17","12","8","""""","9.9"
"18","12","8","""""","9.9"
"19","12","8","""""","9.9"
"20","12","8","""""","9.9"
"21","12","8","""""","9.9"
"22","12","8","""""","9.9"
"23","12","8","""""","9.9"
"24","12","8","""""","9.9"
"25","12","8","""""","9.9"
"26","12","8","""""","9.9"
"27","12","8","""""","9.9"
"28","12","8","""""","9.9"
"29","12","8","""""","9.9"
"30","12","8","""""","9.9"
"31","12","8","""""","9.9"
"32","12","8","""""","9.9"
"33","12","8","""""","9.9"
"34","12","8","""""","9.9"
"35","12","8","""""","9.9"
"36","12","8","""""","9.9"
"37","12","8","""""","9.9"
"38","12","8","""""","9.9"
"39","12","8","""""","9.9"
"40","12","8","""""","9.9"
"41","12","8","""""","9.9"
"42","12","8","""""","9.9"
"43","12","8","""""","9.9"
"44","12","8","""""","9.9"
"45","12","8","""""","9.9"
"46","12","8","""""","9.9"
"47","12","8","""""","9.9"
"48","12","8","""""","9.9"
"49","12","8","""""","9.9"
"50","12","8","""""","9.9"
"51","12","8","""""","9.9"
"52","12","8","""""","9.9"
"53","12","8","""""","9.9"
"54","12","8","""""","9.9"
"55","12","8","""""","9.9"
"56","12","8","""""","9.9"
"57","12","8","""""","9.9"
"58","12","8","""""","9.9"
"59","12","8","""""","9.9"
"60","12","8","""""","9.9"
"61","12","8","""""","9.9"
"62","12","8","""""","9.9"
"63","12","8","""""","9.9"
"64","12","8","""""","9.9"
"65","12","8","""""","9.9"
"66","12","8","""""","9.9"
"67","12","8","""""","9.9"
"68","12","8","""""","9.9"
"69","12","8","""""","9.9"
"70","12","8","""""","9.9"
"71","12","8","""""","9.9"
"72","12","8","""""","9.9"
"73","12","8","""""","9.9"
"74","12","8","""""","9.9"
"75","12","8","""""","9.9"
"76","12","8","""""","9.9"
"77","12","8","""""","9.9"
"78","12","8","""""","9.9"
"79","12","8","""""","9.9"
"80","12","8","""""","9.9"
"81","12","15","""""","9.9"
"82","12","15","""""","9.9"
"83","12","15","""""","9.9"
"84","12","15","""""","9.9"
"85","12","15","""""","9.9"
"-85","11","0","""""","9.9"
"-84","11","0","""""","9.9"
"-83","11","0","""""","9.9"
"-82","11","0","""""","9.9"
"-81","11","0","""""","9.9"
"-80","11","8","""""","9.9"
"-79","11","8","""""","9.9"
"-78","11","8","""""","9.9"
"-77","11","8","""""","9.9"
"-76","11","8","""""","9.9"
"-75","11","8","""""","9.9"
"-74","11","8","""""","9.9"
"-73","11","8","""""","9.9"
"-72","11","8","""""","9.9"
"-71","11","8","""""","9.9"
"-70","11","8","""""","9.9"
"-69","11","8","""""","9.9"
"-68","11","8","""""","9.9"
"-67","11","8","""""","9.9"
"-66","11","8","""""","9.9"
"-65","11","8","""""","9.9"
"-64","11","8","""""","9.9"
"-63","11","8","""""","9.9"
"-62","11","8","""""","9.9"
"-61","11","8","""""","9.9"
"-60","11","8","""""","9.9"
"-59","11","8","""""","9.9"
"-58","11","8","""""","9.9"
"-57","11","8","""""","9.9"
"-56","11","8","""""","9.9"
"-55","11","8","""""","9.9"
"-54","11","8","""""","9.9"
"-53","11","8","""""","9.9"
"-52","11","8","""""","9.9"
"-51","11","8","""""","9.9"
"-50","11","8","""""","9.9"
"-49","11","8","""""","9.9"
"-48","11","8","""""","9.9"
"-47","11","8","""""","9.9"
"-46","11","8","""""","9.9"
"-45","11","8","""""","9.9"
"-44","11","8","""""","9.9"
"-43","11","8","""""","9.9"
"-42","11","8","""""","9.9"
"-41","11","8","""""","9.9"
"-40","11","8","""""","9.9"
"-39","11","8","""""","9.9"
"-38","11","8","""""","9.9"
"-37","11","8","""""","9.9"
"-36","11","8","""""","9.9"
"-35","11","8","""""","9.9"
"-34","11","8","""""","9.9"
"-33","11","8","""""","9.9"
"-32","11","8","""""","9.9"
"-31","11","8","""""","9.9"
"-30","11","8","""""","9.9"
"-29","11","8","""""","9.9"
"-28","11","8","""""","9.9"
"-27","11","8","""""","9.9"
"-26","11","8","""""","9.9"
"-25","11","8","""""","9.9"
"-24","11","8","""""","9.9"
"-23","11","8","""""","9.9"
"-22","11","8","""""","9.9"
"-21","11","8","""""","9.9"
"-20","11","8","""""","9.9"
"-19","11","8","""""","9.9"
"-18","11","8","""""","9.9"
"-17","11","8","""""","9.9"
"-16","11","8","""""","9.9"
"-15","11","8","""""","9.9"
"-14","11","8","""""","9.9"
"-13","11","8","""""","9.9"
"-12","11","8","""""","9.9"
"-11","11","8","""""","9.9"
"-10","11","8","""""","9.9"
"-9","11","8","""""","9.9"
"-8","11","8","""""","9.9"
"-7","11","8","""""","9.9"
"-6","11","8","""""","9.9"
"-5","11","8","""""","9.9"
"-4","11","8","""""","9.9"
"-3","11","8","""""","9.9"
"-2","11","8","""""","9.9"
"-1","11","8","""""","9.9"
"0","11","8","""""","9.9"
"1","11","8","""""","9.9"
"2","11","8","""""","9.9"
"3","11","8","""""","9.9"
"4","11","8","""""","9.9"
"5","11","8","""""","9.9"
"6","11","8","""""","9.9"
"7","11","8","""""","9.9"
"8","11","8","""""","9.9"
"9","11","8","""""","9.9"
"10","11","8","""""","9.9"
"11","11","8","""""","9.9"
"12","11","8","""""","9.9"
"13","11","8","""""","9.9"
"14","11","8","""""","9.9"
"15","11","8","""""","9.9"
"16","11","8","""""","9.9"
"17","11","8","""""","9.9"
"18","11","8","""""","9.9"
"19","11","8","""""","9.9"
"20","11","8","""""","9.9"
"21","11","8","""""","9.9"
"22","11","8","""""","9.9"
"23","11","8","""""","9.9"
"24","11","8","""""","9.9"
"25","11","8","""""","9.9"
"26","11","8","""""","9.9"
"27","11","8","""""","9.9"
"28","11","8","""""","9.9"
"29","11","8","""""","9.9"
"30","11","8","""""","9.9"
"31","11","8","""""","9.9"
"32","11","8","""""","9.9"
"33","11","8","""""","9.9"
"34","11","8","""""","9.9"
"35","11","8","""""","9.9"
"36","11","8","""""","9.9"
"37","11","8","""""","9.9"
"38","11","8","""""","9.9"
"39","11","8","""""","9.9"
"40","11","8","""""","9.9"
"41","11","8","""""","9.9"
"42","11","8","""""","9.9"
"43","11","8","""""","9.9"
"44","11","8","""""","9.9"
"45","11","8","""""","9.9"
"46","11","8","""""","9.9"
"47","11","8","""""","9.9"
"48","11","8","""""","9.9"
"49","11","8","""""","9.9"
"50","11","8","""""","9.9"
"51","11","8","""""","9.9"
"52","11","8","""""","9.9"
"53","11","8","""""","9.9"
"54","11","8","""""","9.9"
"55","11","8","""""","9.9"
"56","11","8","""""","9.9"
"57","11","8","""""","9.9"
"58","11","8","""""","9.9"
"59","11","8","""""","9.9"
"60","11","8","""""","9.9"
"61","11","8","""""","9.9"
"62","11","8","""""","9.9"
"63","11","8","""""","9.9"
"64","11","8","""""","9.9"
"65","11","8","""""","9.9"
"66","11","8","""""","9.9"
"67","11","8","""""","9.9"
"68","11","8","""""","9.9"
"69","11","8","""""","9.9"
"70","11","8","""""","9.9"
"71","11","8","""""","9.9"
"72","11","8","""""","9.9"
"73","11","8","""""","9.9"
"74","11","8","""""","9.9"
"75","11","8","""""","9.9"
"76","11","8","""""","9.9"
"77","11","8","""""","9.9"
"78","11","8","""""","9.9"
"79","11","8","""""","9.9"
"80","11","8","""""","9.9"
"81","11","15","""""","9.9"
"82","11","15","""""","9.9"
"83","11","15","""""","9.9"
"84","11","15","""""","9.9"
"85","11","15","""""","9.9"
"-85","10","0","""""","9.9"
"-84","10","0","""""","9.9"
"-83","10","0","""""","9.9"
"-82","10","0","""""","9.9"
"-81","10","0","""""","9.9"
"-80","10","8","""""","9.9"
"-79","10","8","""""","9.9"
"-78","10","8","""""","9.9"
"-77","10","8","""""","9.9"
"-76","10","8","""""","9.9"
"-75","10","8","""""","9.9"
"-74","10","8","""""","9.9"
"-73","10","8","""""","9.9"
"-72","10","8","""""","9.9"
"-71","10","8","""""","9.9"
"-70","10","8","""""","9.9"
"-69","10","8","""""","9.9"
"-68","10","8","""""","9.9"
"-67","10","8","""""","9.9"
"-66","10","8","""""","9.9"
"-65","10","8","""""","9.9"
"-64","10","8","""""","9.9"
"-63","10","8","""""","9.9"
"-62","10","8","""""","9.9"
"-61","10","8","""""","9.9"
"-60","10","8","""""","9.9"
"-59","10","8","""""","9.9"
"-58","10","8","""""","9.9"
"-57","10","8","""""","9.9"
"-56","10","8","""""","9.9"
"-55","10","8","""""","9.9"
"-54","10","8","""""","9.9"
"-53","10","8","""""","9.9"
"-52","10","8","""""","9.9"
"-51","10","8","""""","9.9"
"-50","10","8","""""","9.9"
"-49","10","8","""""","9.9"
"-48","10","8","""""","9.9"
"-47","10","8","""""","9.9"
"-46","10","8","""""","9.9"
"-45","10","8","""""","9.9"
"-44","10","8","""""","9.9"
"-43","10","8","""""","9.9"
"-42","10","8","""""","9.9"
"-41","10","8","""""","9.9"
"-40","10","8","""""","9.9"
"-39","10","8","""""","9.9"
"-38","10","8","""""","9.9"
"-37","10","8","""""","9.9"
"-36","10","8","""""","9.9"
"-35","10","8","""""","9.9"
"-34","10","8","""""","9.9"
"-33","10","8","""""","9.9"
"-32","10","8","""""","9.9"
"-31","10","8","""""","9.9"
"-30","10","8","""""","9.9"
"-29","10","8","""""","9.9"
"-28","10","8","""""","9.9"
"-27","10","8","""""","9.9"
"-26","10","8","""""","9.9"
"-25","10","8","""""","9.9"
"-24","10","8","""""","9.9"
"-23","10","8","""""","9.9"
"-22","10","8","""""","9.9"
"-21","10","8","""""","9.9"
"-20","10","8","""""","9.9"
"-19","10","8","""""","9.9"
"-18","10","8","""""","9.9"
"-17","10","8","""""","9.9"
"-16","10","8","""""","9.9"
"-15","10","8","""""","9.9"
"-14","10","8","""""","9.9"
"-13","10","8","""""","9.9"
"-12","10","8","""""","9.9"
"-11","10","8","""""","9.9"
"-10","10","8","""""","9.9"
"-9","10","8","""""","9.9"
"-8","10","8","""""","9.9"
"-7","10","8","""""","9.9"
"-6","10","8","""""","9.9"
"-5","10","8","""""","9.9"
"-4","10","8","""""","9.9"
"-3","10","8","""""","9.9"
"-2","10","8","""""","9.9"
"-1","10","8","""""","9.9"
"0","10","8","""""","9.9"
"1","10","8","""""","9.9"
"2","10","8","""""","9.9"
"3","10","8","""""","9.9"
"4","10","8","""""","9.9"
"5","10","8","""""","9.9"
"6","10","8","""""","9.9"
"7","10","8","""""","9.9"
"8","10","8","""""","9.9"
"9","10","8","""""","9.9"
"10","10","8","""""","9.9"
"11","10","8","""""","9.9"
"12","10","8","""""","9.9"
"13","10","8","""""","9.9"
"14","10","8","""""","9.9"
"15","10","8","""""","9.9"
"16","10","8","""""","9.9"
"17","10","8","""""","9.9"
"18","10","8","""""","9.9"
"19","10","8","""""","9.9"
"20","10","8","""""","9.9"
"21","10","8","""""","9.9"
"22","10","8","""""","9.9"
"23","10","8","""""","9.9"
"24","10","8","""""","9.9"
"25","10","8","""""","9.9"
"26","10","8","""""","9.9"
"27","10","8","""""","9.9"
"28","10","8","""""","9.9"
"29","10","8","""""","9.9"
"30","10","8","""""","9.9"
"31","10","8","""""","9.9"
"32","10","8","""""","9.9"
"33","10","8","""""","9.9"
"34","10","8","""""","9.9"
"35","10","8","""""","9.9"
"36","10","8","""""","9.9"
"37","10","8","""""","9.9"
"38","10","8","""""","9.9"
"39","10","8","""""","9.9"
"40","10","8","""""","9.9"
"41","10","8","""""","9.9"
"42","10","8","""""","9.9"
"43","10","8","""""","9.9"
"44","10","8","""""","9.9"
"45","10","8","""""","9.9"
"46","10","8","""""","9.9"
"47","10","8","""""","9.9"
"48","10","8","""""","9.9"
"49","10","8","""""","9.9"
"50","10","8","""""","9.9"
"51","10","8","""""","9.9"
"52","10","8","""""","9.9"
"53","10","8","""""","9.9"
"54","10","8","""""","9.9"
"55","10","8","""""","9.9"
"56","10","8","""""","9.9"
"57","10","8","""""","9.9"
"58","10","8","""""","9.9"
"59","10","8","""""","9.9"
"60","10","8","""""","9.9"
"61","10","8","""""","9.9"
"62","10","8","""""","9.9"
"63","10","8","""""","9.9"
"64","10","8","""""","9.9"
"65","10","8","""""","9.9"
"66","10","8","""""","9.9"
"67","10","8","""""","9.9"
"68","10","8","""""","9.9"
"69","10","8","""""","9.9"
"70","10","8","""""","9.9"
"71","10","8","""""","9.9"
"72","10","8","""""","9.9"
"73","10","8","""""","9.9"
"74","10","8","""""","9.9"
"75","10","8","""""","9.9"
"76","10","8","""""","9.9"
"77","10","8","""""","9.9"
"78","10","8","""""","9.9"
"79","10","8","""""","9.9"
"80","10","8","""""","9.9"
"81","10","15","""""","9.9"
"82","10","15","""""","9.9"
"83","10","15","""""","9.9"
"84","10","15","""""","9.9"
"85","10","15","""""","9.9"
"-85","9","0","""""","9.9"
"-84","9","0","""""","9.9"
"-83","9","0","""""","9.9"
"-82","9","0","""""","9.9"
"-81","9","0","""""","9.9"
"-80","9","8","""""","9.9"
"-79","9","8","""""","9.9"
"-78","9","8","""""","9.9"
"-77","9","8","""""","9.9"
"-76","9","8","""""","9.9"
"-75","9","8","""""","9.9"
"-74","9","8","""""","9.9"
"-73","9","8","""""","9.9"
"-72","9","8","""""","9.9"
"-71","9","8","""""","9.9"
"-70","9","8","""""","9.9"
"-69","9","8","""""","9.9"
"-68","9","8","""""","9.9"
"-67","9","8","""""","9.9"
"-66","9","8","""""","9.9"
"-65","9","8","""""","9.9"
"-64","9","8","""""","9.9"
"-63","9","8","""""","9.9"
"-62","9","8","""""","9.9"
"-61","9","8","""""","9.9"
"-60","9","8","""""","9.9"
"-59","9","8","""""","9.9"
"-58","9","8","""""","9.9"
"-57","9","8","""""","9.9"
"-56","9","8","""""","9.9"
"-55","9","8","""""","9.9"
"-54","9","8","""""","9.9"
"-53","9","8","""""","9.9"
"-52","9","8","""""","9.9"
"-51","9","8","""""","9.9"
"-50","9","8","""""","9.9"
"-49","9","8","""""","9.9"
"-48","9","8","""""","9.9"
"-47","9","8","""""","9.9"
"-46","9","8","""""","9.9"
"-45","9","8","""""","9.9"
"-44","9","8","""""","9.9"
"-43","9","8","""""","9.9"
"-42","9","8","""""","9.9"
"-41","9","8","""""","9.9"
"-40","9","8","""""","9.9"
"-39","9","8","""""","9.9"
"-38","9","8","""""","9.9"
"-37","9","8","""""","9.9"
"-36","9","8","""""","9.9"
"-35","9","8","""""","9.9"
"-34","9","8","""""","9.9"
"-33","9","8","""""","9.9"
"-32","9","8","""""","9.9"
"-31","9","8","""""","9.9"
"-30","9","8","""""","9.9"
"-29","9","8","""""","9.9"
"-28","9","8","""""","9.9"
"-27","9","8","""""","9.9"
"-26","9","8","""""","9.9"
"-25","9","8","""""","9.9"
"-24","9","8","""""","9.9"
"-23","9","8","""""","9.9"
"-22","9","8","""""","9.9"
"-21","9","8","""""","9.9"
"-20","9","8","""""","9.9"
"-19","9","8","""""","9.9"
"-18","9","8","""""","9.9"
"-17","9","8","""""","9.9"
"-16","9","8","""""","9.9"
"-15","9","8","""""","9.9"
"-14","9","8","""""","9.9"
"-13","9","8","""""","9.9"
"-12","9","8","""""","9.9"
"-11","9","8","""""","9.9"
"-10","9","8","""""","9.9"
"-9","9","8","""""","9.9"
"-8","9","8","""""","9.9"
"-7","9","8","""""","9.9"
"-6","9","8","""""","9.9"
"-5","9","8","""""","9.9"
"-4","9","8","""""","9.9"
